Id,SalePrice
1927,134391.41
1928,168067.48
1929,123122.93
1930,128398.96
1931,144472.14
1932,153494.53
1933,179161.44
1934,182428.68
1935,177011.66
1936,192620.16
1937,186435.63
1938,182095.37
1939,233751.61
1940,188247.21
1941,173264.02
1942,187289.21
1943,196376.11
1944,342939.08
1945,381743.05
1946,168155.17
1947,311728.92
1948,165869.08
1949,250941.05
1950,181581.89
1951,256636.83
1952,227933.6
1953,164341.73
1954,177774.8
1955,135704.85
1956,298830.22
1957,158858.95
1958,307619.86
1959,143656.64
1960,116555.66
1961,121886.09
1962,94658.14
1963,105211.12
1964,113437.78
1965,148473.88
1966,132949.52
1967,280806.69
1968,457236.64
1969,387904.11
1970,458591.23
1971,449046.98
1972,376325.64
1973,255396.67
1974,310417.6
1975,459316.75
1976,260260.02
1977,388572.01
1978,404895.46
1979,325384.05
1980,196412.74
1981,342497.27
1982,226039.55
1983,203982.83
1984,169518.99
1985,220460.97
1986,207185.27
1987,177053.0
1988,178150.11
1989,186147.1
1990,214697.41
1991,241309.62
1992,216757.83
1993,171544.12
1994,244857.09
1995,182718.22
1996,248136.73
1997,298101.05
1998,346315.02
1999,252467.17
2000,315675.16
2001,263146.81
2002,251393.16
2003,256550.8
2004,252260.56
2005,210864.74
2006,229713.31
2007,242117.58
2008,199451.92
2009,199008.45
2010,187391.32
2011,142735.45
2012,170502.85
2013,184641.64
2014,193271.25
2015,194285.89
2016,203589.29
2017,197021.97
2018,120399.4
2019,132722.69
2020,113254.38
2021,112945.12
2022,181451.18
2023,155777.18
2024,276281.34
2025,350843.56
2026,175771.41
2027,155703.42
2028,154625.62
2029,171184.45
2030,259810.35
2031,207288.87
2032,217017.0
2033,244606.06
2034,167788.2
2035,205042.84
2036,183676.25
2037,187741.13
2038,261687.37
2039,196710.43
2040,268666.57
2041,263166.74
2042,205088.37
2043,169211.52
2044,164715.47
2045,212660.27
2046,130657.52
2047,149519.72
2048,136374.49
2049,128695.1
2050,170200.88
2051,103981.79
2052,133675.49
2053,144441.07
2054,85887.11
2055,160125.72
2056,138533.53
2057,123217.25
2058,241405.27
2059,138179.43
2060,177311.88
2061,171298.71
2062,132120.38
2063,110887.78
2064,144214.37
2065,116146.4
2066,170988.37
2067,111123.52
2068,149879.83
2069,82884.74
2070,108830.04
2071,96213.06
2072,140418.54
2073,141626.34
2074,181203.65
2075,144001.8
2076,119657.94
2077,151961.16
2078,131794.69
2079,127267.6
2080,111569.32
2081,128223.7
2082,134136.04
2083,139495.42
2084,111859.9
2085,125157.4
2086,96209.45
2087,128028.61
2088,99640.99
2089,81219.29
2090,127803.63
2091,123987.47
2092,129834.46
2093,137026.28
2094,97275.96
2095,154391.35
2096,75550.96
2097,97403.63
2098,151477.18
2099,57596.43
2100,97438.69
2101,125496.94
2102,128494.23
2103,105485.83
2104,128699.19
2105,128255.75
2106,79297.89
2107,217236.01
2108,112457.45
2109,112338.02
2110,133549.84
2111,135711.56
2112,145113.84
2113,124462.85
2114,105608.09
2115,165520.13
2116,115409.43
2117,151696.45
2118,124586.02
2119,103453.63
2120,114063.64
2121,90929.0
2122,111394.81
2123,81594.43
2124,153366.27
2125,132408.87
2126,152166.83
2127,140402.23
2128,117467.26
2129,89046.45
2130,140247.25
2131,129981.32
2132,114260.52
2133,123900.25
2134,111563.15
2135,95173.81
2136,75348.71
2137,114963.54
2138,136873.29
2139,154505.14
2140,135360.7
2141,134811.51
2142,133315.22
2143,145559.77
2144,120960.81
2145,137344.62
2146,152401.78
2147,139517.22
2148,129664.08
2149,135969.94
2150,218338.55
2151,100848.06
2152,199515.62
2153,159372.28
2154,111122.8
2155,132801.9
2156,292593.14
2157,231746.15
2158,240480.23
2159,206670.24
2160,163352.82
2161,242463.58
2162,445527.8
2163,357041.42
2164,226327.35
2165,186864.56
2166,149545.92
2167,212649.52
2168,207313.09
2169,190248.01
2170,219950.01
2171,145438.01
2172,135202.97
2173,155632.77
2174,236612.35
2175,273013.6
2176,326630.88
2177,251870.66
2178,201955.38
2179,143400.25
2180,238218.1
2181,191229.26
2182,235083.42
2183,197568.85
2184,132627.67
2185,125940.83
2186,144676.19
2187,151706.9
2188,156023.04
2189,290880.44
2190,82314.34
2191,86973.79
2192,90376.9
2193,97999.65
2194,97741.27
2195,112433.71
2196,103373.49
2197,120591.42
2198,154421.65
2199,164644.33
2200,137190.4
2201,132551.52
2202,180656.16
2203,149235.0
2204,180245.15
2205,125471.54
2206,136435.51
2207,189400.19
2208,235758.48
2209,234678.47
2210,120275.74
2211,110363.87
2212,117524.06
2213,99379.3
2214,136313.75
2215,103116.37
2216,147527.19
2217,69117.04
2218,78985.56
2219,75443.7
2220,71734.03
2221,317837.08
2222,284093.36
2223,313365.85
2224,213276.79
2225,130539.27
2226,213191.46
2227,208474.28
2228,274093.77
2229,242204.48
2230,162974.25
2231,211418.07
2232,185104.22
2233,188869.94
2234,222167.7
2235,247972.55
2236,270002.95
2237,362342.29
2238,191261.6
2239,120820.35
2240,161167.95
2241,152361.74
2242,130848.1
2243,125165.67
2244,107262.64
2245,96626.22
2246,141990.19
2247,101654.36
2248,126008.31
2249,132483.29
2250,136078.29
2251,131184.58
2252,165821.42
2253,157539.4
2254,174667.17
2255,190380.04
2256,177410.23
2257,209026.68
2258,165161.61
2259,180095.63
2260,143783.64
2261,180422.18
2262,209861.14
2263,351925.71
2264,456079.61
2265,164928.85
2266,277007.79
2267,393683.97
2268,373635.33
2269,160259.84
2270,183183.06
2271,209721.34
2272,193421.87
2273,170347.05
2274,185224.45
2275,168257.13
2276,181872.02
2277,180118.12
2278,145871.7
2279,121701.96
2280,114047.49
2281,182213.93
2282,203754.03
2283,97517.22
2284,110202.66
2285,135400.55
2286,124847.47
2287,341252.86
2288,269856.65
2289,429528.93
2290,464545.36
2291,311482.47
2292,406450.55
2293,466195.87
2294,435455.65
2295,425441.94
2296,293931.89
2297,300565.84
2298,305472.75
2299,423336.65
2300,314814.82
2301,256523.53
2302,241412.39
2303,229912.49
2304,239535.46
2305,194851.32
2306,194662.24
2307,199227.67
2308,222127.56
2309,266400.87
2310,205274.04
2311,194461.47
2312,181600.91
2313,174267.36
2314,165987.96
2315,172376.65
2316,179006.62
2317,190720.83
2318,180988.22
2319,176285.1
2320,183773.18
2321,236683.94
2322,169791.82
2323,172005.18
2324,166117.53
2325,226450.11
2326,164752.27
2327,212670.21
2328,226493.08
2329,185649.82
2330,178921.98
2331,390182.09
2332,389133.71
2333,308459.14
2334,263107.26
2335,255128.04
2336,339243.84
2337,209956.97
2338,271226.74
2339,225042.2
2340,375009.42
2341,227025.35
2342,227319.32
2343,228298.37
2344,220209.9
2345,235052.5
2346,211987.57
2347,197269.55
2348,236687.49
2349,186987.07
2350,268083.02
2351,248701.28
2352,246476.69
2353,278453.36
2354,126940.23
2355,127254.63
2356,157075.25
2357,196768.22
2358,203511.21
2359,128536.53
2360,121419.41
2361,144108.6
2362,285683.66
2363,142519.28
2364,149915.32
2365,210824.46
2366,170680.01
2367,223487.53
2368,214561.05
2369,218847.28
2370,171837.64
2371,171421.3
2372,194201.91
2373,273948.67
2374,291629.94
2375,253828.65
2376,288310.07
2377,353074.25
2378,140110.26
2379,198202.38
2380,145497.35
2381,163738.84
2382,190415.58
2383,205259.91
2384,250466.82
2385,155906.9
2386,139559.65
2387,134615.88
2388,90668.25
2389,128502.67
2390,143592.79
2391,139271.56
2392,113871.07
2393,159577.02
2394,147859.55
2395,191847.1
2396,151311.93
2397,213353.31
2398,135047.45
2399,57031.26
2400,57310.74
2401,111606.16
2402,138212.47
2403,136249.5
2404,150572.79
2405,165056.86
2406,138873.24
2407,126827.83
2408,141936.65
2409,130090.95
2410,161405.14
2411,118185.55
2412,162291.93
2413,129781.78
2414,133736.55
2415,124421.05
2416,123845.17
2417,130821.36
2418,129225.61
2419,142103.4
2420,122478.5
2421,147689.86
2422,114611.02
2423,119512.68
2424,144737.68
2425,259707.03
2426,132389.5
2427,134193.32
2428,162274.5
2429,113730.86
2430,131668.31
2431,110551.16
2432,144987.95
2433,149470.74
2434,140517.93
2435,160536.08
2436,107689.3
2437,110681.12
2438,124644.33
2439,111588.77
2440,122938.97
2441,96581.32
2442,100587.7
2443,122032.59
2444,130196.04
2445,89127.8
2446,124648.26
2447,159933.52
2448,140219.06
2449,109945.38
2450,137906.5
2451,129458.59
2452,185628.44
2453,94053.05
2454,115176.33
2455,110746.09
2456,130666.4
2457,121893.05
2458,108904.26
2459,110886.86
2460,134657.14
2461,117028.83
2462,141446.11
2463,122528.22
2464,168951.0
2465,133819.1
2466,115970.7
2467,120824.77
2468,78538.28
2469,87160.4
2470,187838.55
2471,189039.46
2472,165385.86
2473,118125.59
2474,100604.44
2475,209644.25
2476,119516.02
2477,133019.98
2478,155445.35
2479,110366.01
2480,142602.31
2481,130387.09
2482,133364.73
2483,118569.75
2484,126565.14
2485,126458.62
2486,170259.32
2487,193279.15
2488,134289.61
2489,145117.65
2490,151453.02
2491,85094.79
2492,187821.29
2493,140915.37
2494,157780.23
2495,95860.0
2496,237027.91
2497,149999.74
2498,112029.24
2499,87118.43
2500,134694.17
2501,139410.08
2502,154095.34
2503,103931.9
2504,189772.43
2505,220515.92
2506,252183.52
2507,324825.39
2508,253430.39
2509,222747.78
2510,221899.78
2511,179494.95
2512,212508.86
2513,212716.26
2514,220820.69
2515,150452.0
2516,172666.92
2517,139350.97
2518,144168.93
2519,225699.11
2520,207334.09
2521,184954.08
2522,221065.02
2523,127533.18
2524,138021.95
2525,147985.44
2526,136933.61
2527,119546.63
2528,130237.32
2529,129073.49
2530,120042.63
2531,282464.29
2532,227071.55
2533,195380.06
2534,230212.57
2535,310205.2
2536,225955.17
2537,215700.64
2538,178893.11
2539,182692.66
2540,185425.74
2541,175496.23
2542,174243.03
2543,129568.71
2544,126281.74
2545,135294.92
2546,130530.73
2547,135557.09
2548,159656.02
2549,171460.04
2550,549531.77
2551,141135.3
2552,125386.05
2553,81289.58
2554,105677.57
2555,110146.19
2556,105380.35
2557,111459.38
2558,161954.87
2559,146540.08
2560,136852.83
2561,114689.43
2562,128015.13
2563,154200.4
2564,190810.15
2565,120014.85
2566,180473.33
2567,135314.34
2568,191138.39
2569,196204.17
2570,116851.4
2571,220905.52
2572,139884.32
2573,209407.57
2574,255918.98
2575,123917.61
2576,130584.32
2577,158419.96
2578,84195.82
2579,78972.1
2580,132021.45
2581,124440.52
2582,118150.36
2583,273078.12
2584,165461.29
2585,202528.68
2586,213211.01
2587,185553.97
2588,133270.69
2589,148708.92
2590,223179.54
2591,210710.99
2592,219254.17
2593,263269.48
2594,170481.9
2595,190650.4
2596,340500.77
2597,209256.15
2598,299204.04
2599,283550.92
2600,133026.15
2601,146591.42
2602,84284.92
2603,97496.66
2604,90192.25
2605,82826.2
2606,149991.59
2607,192709.05
2608,205808.47
2609,167424.64
2610,111268.15
2611,151127.8
2612,155974.61
2613,128169.59
2614,129704.91
2615,147150.81
2616,140126.74
2617,176871.55
2618,192781.2
2619,192127.89
2620,187516.38
2621,178267.76
2622,188317.72
2623,239313.72
2624,323214.77
2625,306020.99
2626,175697.68
2627,169414.59
2628,467812.87
2629,477397.6
2630,337140.17
2631,446507.02
2632,447080.7
2633,311886.02
2634,388451.44
2635,156354.26
2636,179672.77
2637,161967.31
2638,249295.24
2639,183953.15
2640,153121.43
2641,109664.86
2642,204565.76
2643,99631.36
2644,129777.63
2645,99717.88
2646,92611.39
2647,99762.33
2648,139161.53
2649,146092.59
2650,131042.3
2651,146502.07
2652,416925.93
2653,239789.45
2654,255353.41
2655,392804.12
2656,288661.98
2657,319150.73
2658,279017.3
2659,301856.16
2660,335069.79
2661,329897.24
2662,348616.77
2663,260524.38
2664,258040.63
2665,305939.74
2666,276016.6
2667,166825.3
2668,170013.14
2669,183248.55
2670,276427.06
2671,175085.24
2672,192983.38
2673,196684.21
2674,190440.47
2675,159522.96
2676,182792.59
2677,194637.57
2678,252094.34
2679,256845.49
2680,267619.9
2681,389458.33
2682,325860.23
2683,458725.15
2684,305930.73
2685,321980.0
2686,255329.74
2687,300344.67
2688,218405.55
2689,194526.98
2690,464576.64
2691,195223.95
2692,128012.17
2693,195546.79
2694,124583.03
2695,190940.43
2696,179626.94
2697,198571.2
2698,197913.23
2699,190571.52
2700,166963.23
2701,158548.2
2702,114835.49
2703,124224.89
2704,145861.23
2705,123724.43
2706,117776.87
2707,126767.52
2708,133882.01
2709,99064.36
2710,127399.88
2711,271430.89
2712,371682.34
2713,154825.38
2714,151368.59
2715,173974.65
2716,129979.66
2717,172070.96
2718,225179.4
2719,159590.19
2720,162645.34
2721,140858.32
2722,166109.82
2723,142489.83
2724,133919.83
2725,136886.66
2726,147136.52
2727,174196.67
2728,164311.69
2729,157293.06
2730,144658.12
2731,119139.48
2732,125031.47
2733,157051.9
2734,135503.83
2735,132547.23
2736,149651.68
2737,124900.34
2738,127266.14
2739,165409.79
2740,132515.65
2741,151435.48
2742,149915.4
2743,154041.45
2744,151061.75
2745,138608.6
2746,136736.1
2747,135746.16
2748,115108.06
2749,129237.26
2750,135049.97
2751,137016.71
2752,204460.58
2753,145808.27
2754,222046.08
2755,125055.32
2756,95029.45
2757,65872.62
2758,83106.22
2759,150694.29
2760,137572.69
2761,150068.75
2762,145747.99
2763,174015.58
2764,123200.82
2765,273058.26
2766,136892.77
2767,89193.58
2768,129638.21
2769,136617.68
2770,138759.79
2771,116301.02
2772,116935.87
2773,176129.28
2774,142663.53
2775,133180.13
2776,131732.72
2777,138271.7
2778,82283.45
2779,145371.05
2780,107904.98
2781,99859.68
2782,96681.49
2783,115202.95
2784,126991.11
2785,141053.59
2786,75913.19
2787,114990.39
2788,83020.49
2789,163305.1
2790,89217.25
2791,112704.69
2792,68401.6
2793,176780.3
2794,107992.75
2795,121926.86
2796,96482.38
2797,210199.44
2798,107739.08
2799,120534.52
2800,63379.25
2801,109032.85
2802,129341.95
2803,163794.03
2804,119788.51
2805,90847.77
2806,91308.07
2807,144786.85
2808,149121.66
2809,135488.72
2810,132438.69
2811,165639.34
2812,153028.41
2813,162409.86
2814,164145.73
2815,98734.44
2816,240009.66
2817,141386.25
2818,129945.19
2819,142349.26
2820,141488.56
2821,111395.11
2822,202828.69
2823,324480.57
2824,174213.74
2825,136469.03
2826,132143.23
2827,140139.44
2828,241063.67
2829,209860.83
2830,230447.6
2831,185831.86
2832,285716.28
2833,279437.78
2834,215022.47
2835,223870.57
2836,191800.14
2837,154710.79
2838,147389.3
2839,177293.7
2840,195401.38
2841,202677.15
2842,230078.6
2843,149717.26
2844,155806.6
2845,119746.65
2846,209837.23
2847,198495.83
2848,206720.18
2849,205309.21
2850,262448.09
2851,228470.4
2852,226348.33
2853,233763.37
2854,141787.85
2855,202865.29
2856,199959.08
2857,183694.85
2858,198910.28
2859,130885.45
2860,123863.26
2861,129754.23
2862,192534.35
2863,123813.6
2864,257547.18
2865,139889.59
2866,134672.56
2867,96880.37
2868,103449.65
2869,123550.72
2870,135692.24
2871,90654.03
2872,58455.14
2873,98309.03
2874,145680.56
2875,124034.51
2876,147945.91
2877,131297.57
2878,162063.72
2879,143873.72
2880,113708.52
2881,149037.77
2882,181238.26
2883,200000.79
2884,180186.81
2885,204320.16
2886,222494.15
2887,92962.62
2888,123888.32
2889,51184.85
2890,78283.09
2891,138408.12
2892,58818.31
2893,93360.15
2894,64910.27
2895,309826.4
2896,284281.9
2897,212896.22
2898,142483.77
2899,214869.36
2900,156311.06
2901,208338.82
2902,204104.64
2903,337051.28
2904,347610.43
2905,98909.0
2906,190874.41
2907,111972.43
2908,131610.84
2909,138609.25
2910,80185.93
2911,84293.76
2912,149786.17
2913,90938.08
2914,80039.92
2915,84022.64
2916,88434.14
2917,154792.99
2918,117200.39
2919,212318.04
